Panel	Marker	Allele	Size	Short.Name
PowerPlex_Fusion_Panels_IDX_v1.0	D5S818	17	366.38	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D5S818	18	370.35	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D5S818	19	374.52	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	4	393.44	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	5	397.57	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	6	401.55	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	7	405.53	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	7.1	406.52	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	7.3	408.51	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	8	409.5	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	9	413.46	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	10	417.4	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	10.1	418.41	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	11	421.43	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	12	425.38	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	13	429.58	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	14	433.72	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	15	437.85	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	TPOX	16	441.97	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	5	445.01	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	6	449.15	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	7	453.19	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	8	457.16	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	8.3	460.15	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	9	461.14	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	10	465.11	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	11	469.03	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	12	473.02	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	13	477.04	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	14	481.1	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	15	485.17	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	DYS391	16	489.26	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	6	72.76	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	7	76.8	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	8	80.81	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	9	84.83	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	10	88.87	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	11	92.92	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	12	97	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	12.3	100.17	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	13	101.22	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	13.2	103.29	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	13.3	104.33	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	14	105.36	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	14.1	106.4	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	15	109.5	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	15.1	110.54	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	16	113.65	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	17	117.9	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	18	121.92	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	19	126.11	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D8S1179	20	130.3	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	13	131.86	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	14	135.89	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	15	139.92	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	16	143.98	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	17	148.02	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	17.1	149.02	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	17.3	151.02	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	18	152.06	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	18.1	153.06	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	18.3	155.06	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	19	156.09	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	19.1	157.1	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	19.3	159.13	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	20	160.14	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	20.1	161.14	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	20.3	163.15	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	21	164.15	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	21.3	167.16	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	22	168.16	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	22.3	171.26	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	23	172.29	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	24	176.28	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	24.3	179.24	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	25	180.23	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	26	184.26	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D12S391	27	188.28	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	5.2	193.15	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	6.2	197.1	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	7	199.06	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	8	202.99	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	8.2	204.97	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	9	206.94	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	9.2	208.92	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	10	210.89	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	10.2	212.86	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	11	214.82	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	11.1	215.81	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	11.2	216.8	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	12	218.77	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	12.1	219.78	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	12.2	220.78	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	13	222.74	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	13.1	223.74	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	13.2	224.73	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	14	226.71	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	14.1	227.72	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	14.2	228.73	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	15	230.71	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	15.2	232.71	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	16	234.7	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	16.1	235.71	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	16.2	236.71	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	17	238.68	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	17.2	240.69	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	18	242.67	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	18.1	243.67	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	18.2	244.67	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	19	246.66	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D19S433	19.2	248.65	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	12.2	260.97	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	13	262.91	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	14	266.8	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	15	270.7	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	16	274.58	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	16.1	275.55	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	17	278.44	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	17.2	280.36	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	18	282.27	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	18.2	284.13	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	19	286.08	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	19.1	287.02	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	19.2	287.96	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	19.3	288.94	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	20	289.91	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	20.1	290.84	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	20.2	291.77	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	20.3	292.74	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	21	293.7	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	21.1	294.66	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	21.2	295.62	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	21.3	296.6	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	22	297.57	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	22.1	298.49	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	22.2	299.41	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	22.3	300.4	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	23	301.39	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	23.1	302.34	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	23.2	303.28	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	23.3	304.27	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	24	305.26	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	24.1	306.21	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	24.2	307.16	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	24.3	308.15	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	25	309.14	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	25.1	310.09	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	25.2	311.03	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	25.3	312.02	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	26	313.01	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	26.1	313.98	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	26.2	314.95	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	26.3	315.91	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	27	316.88	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	27.2	318.87	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	27.3	319.87	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	28	320.86	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	28.2	322.8	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	28.3	323.76	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	29	324.73	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	29.1	325.72	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	29.2	326.72	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	30	328.7	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	30.2	330.74	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	31	332.79	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	31.2	334.83	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	32.2	338.76	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	33.2	342.66	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	34.2	346.58	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	41.2	374.04	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	42.2	377.95	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	43.2	381.93	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	44.2	385.79	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	45.2	389.71	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	46.2	393.46	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	47.2	397.37	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	48.2	401.28	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	49.2	405.15	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	FGA	50.2	409.02	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	6	424.33	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	7	427.45	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	8	430.58	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	9	433.69	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	10	436.83	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	11	439.94	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	12	443.04	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	13	446.21	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	14	449.27	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	15	452.36	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	16	455.37	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	17	458.36	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	18	461.36	Fusion
PowerPlex_Fusion_Panels_IDX_v1.0	D22S1045	19	464.34	Fusion
PowerPlex_Fusion_6C_Panels_IDX_v1.1	AMEL	X	81.5	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	AMEL	Y	87.68	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	8	93.47	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	9	97.82	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	10	102.13	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	11	106.49	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	12	110.84	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	13	115.18	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	14	119.49	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	14.3	122.69	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	15	123.76	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	15.1	124.82	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	15.2	125.87	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	15.3	126.93	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	16	127.98	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	16.2	130.09	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	17	132.2	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	17.1	133.27	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	17.2	134.34	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	18	136.47	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	18.1	137.51	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	18.2	138.55	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	18.3	139.58	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	19	140.62	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	20	144.83	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	20.1	145.89	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D3S1358	21	149.06	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	8	154.33	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	9	158.44	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	10	162.56	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	11	166.64	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	12	170.75	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	13	174.88	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	13.3	177.93	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	14	178.95	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	14.3	182.04	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	15	183	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	15.3	186.12	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	16	187.06	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	16.2	189.13	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	16.3	190.17	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	17	191.13	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	17.1	192.16	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	17.3	194.22	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	18	195.16	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	18.3	198.27	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	19	199.23	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	19.3	202.33	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	20.3	206.37	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D1S1656	21	207.38	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	8	212.83	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	9	216.91	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	9.1	217.93	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	10	220.98	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	10.1	222.01	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	11	225.08	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	11.3	228.14	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	12	229.2	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	12.3	232.29	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	13	233.32	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	13.1	234.35	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	13.3	236.41	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	14	237.44	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	14.3	240.54	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	15	241.57	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	16	245.7	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D2S441	17	249.82	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D10S1248	8	256.56	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D10S1248	9	260.63	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D10S1248	10	264.66	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D10S1248	11	268.7	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D10S1248	12	272.74	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D10S1248	13	276.76	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D10S1248	14	280.71	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D10S1248	15	284.65	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D10S1248	16	288.55	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D10S1248	17	292.49	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D10S1248	18	296.45	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D10S1248	19	300.38	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	5	306.11	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	6	310.15	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	7	314.19	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	7.1	315.21	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	8	318.25	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	8.1	319.27	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	9	322.32	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	10	326.4	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	11	330.5	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	12	334.6	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	12.3	337.68	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	13	338.7	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	13.3	341.76	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	14	342.78	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	15	346.86	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	16	350.9	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	D13S317	17	354.89	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	4	364.17	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	5	368.98	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	6	373.79	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	7	378.65	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	8	383.54	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	9	388.44	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	10	393.34	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	11	398.24	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	11.4	402.08	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	12	403.04	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	13	407.86	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	14	412.63	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	14.2	414.55	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	15	417.43	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	15.2	419.35	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	16	422.24	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	16.4	426.15	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	17	427.13	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	17.4	431.08	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	18	432.07	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	19	437.04	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	20	442	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	21	446.98	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	22	451.88	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	23	456.71	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	24	461.53	Fusion 6C
PowerPlex_Fusion_6C_Panels_IDX_v1.1	Penta E	25	466.36	Fusion 6C
