"SampleName";"Locus";"Coverage"
"S177";"D3S1358";3555
"S177";"D4S2408";1832
"S177";"D5S818";593
"S177";"D6S1043";4087
"S177";"D7S820";1071
"S177";"D8S1179";2338
"S177";"D9S1122";2241
"S177";"FGA";2115
"S177";"PENTA D";1023
"S177";"PENTA E";372
"S177";"TH01";6704
"S177";"TPOX";1387
"S177";"VWA";671
"S178";"CSF1PO";320
"S178";"D10S1248";991
"S178";"D12S391";1315
"S178";"D13S317";1271
"S178";"D16S539";1638
"S178";"D17S1301";1556
"S178";"D18S51";995
"S178";"D19S433";1260
"S178";"D1S1656";680
"S178";"D20S482";6429
"S178";"D21S11";975
"S178";"D22S1045";1879
"S178";"D2S1338";1459
"S178";"D2S441";2190
"S178";"D3S1358";2969
"S178";"D4S2408";1585
"S178";"D5S818";816
"S178";"D6S1043";4173
"S178";"D7S820";1065
"S178";"D8S1179";1972
"S178";"D9S1122";2572
"S178";"FGA";2247
"S178";"PENTA D";1077
"S178";"PENTA E";527
"S178";"TH01";5163
"S178";"TPOX";1152
"S178";"VWA";682
"S179";"CSF1PO";332
"S179";"D10S1248";922
"S179";"D12S391";1202
"S179";"D13S317";1153
"S179";"D16S539";1598
"S179";"D17S1301";1505
"S179";"D18S51";1038
"S179";"D19S433";1095
"S179";"D1S1656";345
"S179";"D20S482";4570
"S179";"D21S11";1104
"S179";"D22S1045";1848
"S179";"D2S1338";1216
"S179";"D2S441";1934
"S179";"D3S1358";3418
"S179";"D4S2408";1807
"S179";"D5S818";575
"S179";"D6S1043";3568
"S179";"D7S820";732
"S179";"D8S1179";2593
"S179";"D9S1122";2125
"S179";"FGA";1987
"S179";"PENTA D";887
"S179";"PENTA E";406
"S179";"TH01";5846
"S179";"TPOX";1399
"S179";"VWA";692
"S18";"CSF1PO";735
"S18";"D10S1248";801
"S18";"D12S391";1107
"S18";"D13S317";1467
"S18";"D16S539";1949
"S18";"D17S1301";1081
"S18";"D18S51";1235
"S18";"D19S433";1034
"S18";"D1S1656";450
"S18";"D20S482";4397
"S18";"D21S11";1270
"S18";"D22S1045";2341
"S18";"D2S1338";959
"S18";"D2S441";2032
"S18";"D3S1358";2975
"S18";"D4S2408";2173
"S18";"D5S818";540
"S18";"D6S1043";2554
"S18";"D7S820";1005
"S18";"D8S1179";2275
"S18";"D9S1122";2870
"S18";"FGA";2095
"S18";"PENTA D";759
"S18";"PENTA E";414
"S18";"TH01";4798
"S18";"TPOX";1527
"S18";"VWA";615
"S180";"CSF1PO";357
"S180";"D10S1248";858
"S180";"D12S391";1192
"S180";"D13S317";1400
"S180";"D16S539";1787
"S180";"D17S1301";1285
"S180";"D18S51";919
"S180";"D19S433";1277
"S180";"D1S1656";319
"S180";"D20S482";4842
"S180";"D21S11";1036
"S180";"D22S1045";973
"S180";"D2S1338";1051
"S180";"D2S441";2249
"S180";"D3S1358";3340
"S180";"D4S2408";1854
"S180";"D5S818";507
"S180";"D6S1043";3859
"S180";"D7S820";933
"S180";"D8S1179";2385
"S180";"D9S1122";2930
"S180";"FGA";2397
"S180";"PENTA D";903
"S180";"PENTA E";445
"S180";"TH01";5975
"S180";"TPOX";1340
"S180";"VWA";693
"S181";"CSF1PO";376
"S181";"D10S1248";1011
"S181";"D12S391";1259
"S181";"D13S317";1737
"S181";"D16S539";1484
"S181";"D17S1301";1344
"S181";"D18S51";1071
"S181";"D19S433";1133
"S181";"D1S1656";546
"S181";"D20S482";5837
"S181";"D21S11";1040
"S181";"D22S1045";1232
"S181";"D2S1338";1390
"S181";"D2S441";2169
"S181";"D3S1358";3079
"S181";"D4S2408";1946
"S181";"D5S818";662
"S181";"D6S1043";4453
"S181";"D7S820";1153
"S181";"D8S1179";2654
"S181";"D9S1122";2892
"S181";"FGA";2731
"S181";"PENTA D";900
"S181";"PENTA E";431
"S181";"TH01";6190
"S181";"TPOX";1609
"S181";"VWA";673
"S182";"CSF1PO";444
"S182";"D10S1248";999
"S182";"D12S391";1059
"S182";"D13S317";1320
"S182";"D16S539";1768
"S182";"D17S1301";1339
"S182";"D18S51";1076
"S182";"D19S433";1312
"S182";"D1S1656";399
"S182";"D20S482";6594
"S182";"D21S11";993
"S182";"D22S1045";2350
"S182";"D2S1338";1100
"S182";"D2S441";2008
"S182";"D3S1358";3294
"S182";"D4S2408";1725
"S182";"D5S818";636
"S182";"D6S1043";4167
"S182";"D7S820";1129
"S182";"D8S1179";2591
"S182";"D9S1122";2414
"S182";"FGA";3184
"S182";"PENTA D";703
"S182";"PENTA E";479
"S182";"TH01";6023
"S182";"TPOX";1148
"S182";"VWA";755
"S183";"CSF1PO";359
"S183";"D10S1248";1058
"S183";"D12S391";771
"S183";"D13S317";1062
"S183";"D16S539";1350
"S183";"D17S1301";874
"S183";"D18S51";744
"S183";"D19S433";991
"S183";"D1S1656";304
"S183";"D20S482";2981
"S183";"D21S11";667
"S183";"D22S1045";1551
"S183";"D2S1338";830
"S183";"D2S441";1755
"S183";"D3S1358";2388
"S183";"D4S2408";1304
"S183";"D5S818";643
"S183";"D6S1043";2656
"S183";"D7S820";667
"S183";"D8S1179";1712
"S183";"D9S1122";1886
"S183";"FGA";1574
"S183";"PENTA D";584
"S183";"PENTA E";477
"S183";"TH01";4330
"S183";"TPOX";1384
"S183";"VWA";419
"S184";"CSF1PO";298
"S184";"D10S1248";1123
"S184";"D12S391";1182
"S184";"D13S317";1641
"S184";"D16S539";1908
"S184";"D17S1301";1276
"S184";"D18S51";1057
"S184";"D19S433";1271
"S184";"D1S1656";538
"S184";"D20S482";3966
"S184";"D21S11";810
"S184";"D22S1045";1592
"S184";"D2S1338";1172
"S184";"D2S441";2039
"S184";"D3S1358";2741
"S184";"D4S2408";1469
"S184";"D5S818";661
"S184";"D6S1043";3627
"S184";"D7S820";908
"S184";"D8S1179";1740
"S184";"D9S1122";2162
"S184";"FGA";2561
"S184";"PENTA D";852
"S184";"PENTA E";353
"S184";"TH01";5184
"S184";"TPOX";827
"S184";"VWA";538
"S185";"CSF1PO";300
"S185";"D10S1248";1015
"S185";"D12S391";1076
"S185";"D13S317";1503
"S185";"D16S539";1753
"S185";"D17S1301";1160
"S185";"D18S51";975
"S185";"D19S433";1166
"S185";"D1S1656";608
"S185";"D20S482";3988
"S185";"D21S11";886
"S185";"D22S1045";1217
"S185";"D2S1338";1245
"S185";"D2S441";1827
"S185";"D3S1358";2601
"S185";"D4S2408";1299
"S185";"D5S818";706
"S185";"D6S1043";3461
"S185";"D7S820";952
"S185";"D8S1179";2066
"S185";"D9S1122";1480
"S185";"FGA";2532
"S185";"PENTA D";833
"S185";"PENTA E";567
"S185";"TH01";3930
"S185";"TPOX";875
"S185";"VWA";574
"S186";"CSF1PO";334
"S186";"D10S1248";1209
"S186";"D12S391";1093
"S186";"D13S317";1249
"S186";"D16S539";1663
"S186";"D17S1301";1044
"S186";"D18S51";916
"S186";"D19S433";1148
"S186";"D1S1656";252
"S186";"D20S482";3588
"S186";"D21S11";809
"S186";"D22S1045";660
"S186";"D2S1338";1147
"S186";"D2S441";1771
"S186";"D3S1358";2706
"S186";"D4S2408";1443
"S186";"D5S818";599
"S186";"D6S1043";3793
"S186";"D7S820";966
"S186";"D8S1179";1837
"S186";"D9S1122";2001
"S186";"FGA";2018
"S186";"PENTA D";700
"S186";"PENTA E";613
"S186";"TH01";4486
"S186";"TPOX";931
"S186";"VWA";430
"S187";"CSF1PO";289
"S187";"D10S1248";1175
"S187";"D12S391";976
"S187";"D13S317";1293
"S187";"D16S539";1559
"S187";"D17S1301";1701
"S187";"D18S51";1259
"S187";"D19S433";1362
"S187";"D1S1656";442
"S187";"D20S482";3608
"S187";"D21S11";760
"S187";"D22S1045";1040
"S187";"D2S1338";1086
"S187";"D2S441";1985
"S187";"D3S1358";2652
"S187";"D4S2408";1430
"S187";"D5S818";685
"S187";"D6S1043";4160
"S187";"D7S820";805
"S187";"D8S1179";1685
"S187";"D9S1122";1799
"S187";"FGA";2009
"S187";"PENTA D";711
"S187";"PENTA E";571
"S187";"TH01";4336
"S187";"TPOX";1098
"S187";"VWA";497
"S19";"CSF1PO";828
"S19";"D10S1248";1223
"S19";"D12S391";1188
"S19";"D13S317";1332
"S19";"D16S539";1707
"S19";"D17S1301";1343
"S19";"D18S51";1235
"S19";"D19S433";1481
"S19";"D1S1656";395
"S19";"D20S482";5550
"S19";"D21S11";1843
"S19";"D22S1045";1208
"S19";"D2S1338";1028
"S19";"D2S441";3026
"S19";"D3S1358";4380
"S19";"D4S2408";2599
"S19";"D5S818";781
"S19";"D6S1043";3217
"S19";"D7S820";1790
"S19";"D8S1179";2596
"S19";"D9S1122";4043
"S19";"FGA";2185
"S19";"PENTA D";627
"S19";"PENTA E";520
"S19";"TH01";5143
"S19";"TPOX";2294
"S19";"VWA";742
"S193";"CSF1PO";276
"S193";"D10S1248";796
"S193";"D12S391";841
"S193";"D13S317";856
"S193";"D16S539";1090
"S193";"D17S1301";778
"S193";"D18S51";770
"S193";"D19S433";971
"S193";"D1S1656";386
"S193";"D20S482";3155
"S193";"D21S11";660
"S193";"D22S1045";860
"S193";"D2S1338";844
"S193";"D2S441";1421
"S193";"D3S1358";1957
"S193";"D4S2408";1034
"S193";"D5S818";355
"S193";"D6S1043";2528
"S193";"D7S820";793
"S193";"D8S1179";1518
"S193";"D9S1122";1455
"S193";"FGA";1620
"S193";"PENTA D";570
"S193";"PENTA E";368
"S193";"TH01";4137
"S193";"TPOX";728
"S193";"VWA";410
"S194";"CSF1PO";356
"S194";"D10S1248";1149
"S194";"D12S391";1190
"S194";"D13S317";1355
"S194";"D16S539";1482
"S194";"D17S1301";1131
"S194";"D18S51";1346
"S194";"D19S433";1484
"S194";"D1S1656";319
"S194";"D20S482";3621
"S194";"D21S11";807
"S194";"D22S1045";1088
"S194";"D2S1338";1315
"S194";"D2S441";1771
"S194";"D3S1358";2767
"S194";"D4S2408";1322
"S194";"D5S818";446
"S194";"D6S1043";2588
"S194";"D7S820";676
"S194";"D8S1179";1867
"S194";"D9S1122";1848
"S194";"FGA";2475
"S194";"PENTA D";776
"S194";"PENTA E";353
"S194";"TH01";5828
"S194";"TPOX";933
"S194";"VWA";639
"S195";"CSF1PO";282
"S195";"D10S1248";1095
"S195";"D12S391";899
"S195";"D13S317";904
"S195";"D16S539";1374
"S195";"D17S1301";821
"S195";"D18S51";1122
"S195";"D19S433";1162
"S195";"D1S1656";372
"S195";"D20S482";2943
"S195";"D21S11";607
"S195";"D22S1045";1463
"S195";"D2S1338";969
"S195";"D2S441";1482
"S195";"D3S1358";2019
"S195";"D4S2408";1027
"S195";"D5S818";419
"S195";"D6S1043";2695
"S195";"D7S820";559
"S195";"D8S1179";1482
"S195";"D9S1122";1380
"S195";"FGA";1594
"S195";"PENTA D";546
"S195";"PENTA E";277
"S195";"TH01";3475
"S195";"TPOX";521
"S195";"VWA";469
"S196";"CSF1PO";227
"S196";"D10S1248";648
"S196";"D12S391";786
"S196";"D13S317";921
"S196";"D16S539";1066
"S196";"D17S1301";740
"S196";"D18S51";774
"S196";"D19S433";1306
"S196";"D1S1656";330
"S196";"D20S482";2449
"S196";"D21S11";517
"S196";"D22S1045";1132
"S196";"D2S1338";590
"S196";"D2S441";946
"S196";"D3S1358";1488
"S196";"D4S2408";681
"S196";"D5S818";425
"S196";"D6S1043";2048
"S196";"D7S820";503
"S196";"D8S1179";1042
"S196";"D9S1122";1091
"S196";"FGA";1438
"S196";"PENTA D";579
"S196";"PENTA E";287
"S196";"TH01";3157
"S196";"TPOX";453
"S196";"VWA";355
"S197";"CSF1PO";213
"S197";"D10S1248";871
"S197";"D12S391";791
"S197";"D13S317";865
"S197";"D16S539";1169
"S197";"D17S1301";715
"S197";"D18S51";823
"S197";"D19S433";890
"S197";"D1S1656";408
"S197";"D20S482";3179
"S197";"D21S11";488
"S197";"D22S1045";605
"S197";"D2S1338";952
"S197";"D2S441";1435
"S197";"D3S1358";1740
"S197";"D4S2408";743
"S197";"D5S818";297
"S197";"D6S1043";2364
"S197";"D7S820";494
"S197";"D8S1179";1345
"S197";"D9S1122";1182
"S197";"FGA";1756
"S197";"PENTA D";364
"S197";"PENTA E";175
"S197";"TH01";3220
"S197";"TPOX";425
"S197";"VWA";451
"S198";"CSF1PO";249
"S198";"D10S1248";860
"S198";"D12S391";845
"S198";"D13S317";803
"S198";"D16S539";1250
"S198";"D17S1301";952
"S198";"D18S51";962
"S198";"D19S433";1041
"S198";"D1S1656";270
"S198";"D20S482";2974
"S198";"D21S11";650
"S198";"D22S1045";530
"S198";"D2S1338";798
"S198";"D2S441";1277
"S198";"D3S1358";1885
"S198";"D4S2408";1087
"S198";"D5S818";511
"S198";"D6S1043";1941
"S198";"D7S820";637
"S198";"D8S1179";1325
"S198";"D9S1122";1511
"S198";"FGA";1539
"S198";"PENTA D";542
"S198";"PENTA E";307
"S198";"TH01";4319
"S198";"TPOX";798
"S198";"VWA";456
"S199";"CSF1PO";225
"S199";"D10S1248";730
"S199";"D12S391";897
"S199";"D13S317";930
"S199";"D16S539";1068
"S199";"D17S1301";872
"S199";"D18S51";754
"S199";"D19S433";1073
"S199";"D1S1656";352
"S199";"D20S482";2878
"S199";"D21S11";665
"S199";"D22S1045";1178
"S199";"D2S1338";716
"S199";"D2S441";977
"S199";"D3S1358";2045
"S199";"D4S2408";1076
"S199";"D5S818";509
"S199";"D6S1043";3074
"S199";"D7S820";508
"S199";"D8S1179";1384
"S199";"D9S1122";1350
"S199";"FGA";1323
"S199";"PENTA D";606
"S199";"PENTA E";539
"S199";"TH01";2822
"S199";"TPOX";647
"S199";"VWA";375
"S20";"CSF1PO";942
"S20";"D10S1248";1082
"S20";"D12S391";1292
"S20";"D13S317";1558
"S20";"D16S539";2153
"S20";"D17S1301";1298
"S20";"D18S51";1518
"S20";"D19S433";1235
"S20";"D1S1656";542
"S20";"D20S482";5419
"S20";"D21S11";1396
"S20";"D22S1045";1714
"S20";"D2S1338";684
"S20";"D2S441";2407
"S20";"D3S1358";4171
"S20";"D4S2408";2655
"S20";"D5S818";767
"S20";"D6S1043";3317
"S20";"D7S820";1520
"S20";"D8S1179";3742
"S20";"D9S1122";4724
"S20";"FGA";2083
"S20";"PENTA D";978
"S20";"PENTA E";428
"S20";"TH01";7266
"S20";"TPOX";2304
"S20";"VWA";717
"S200";"CSF1PO";200
"S200";"D10S1248";850
"S200";"D12S391";1103
"S200";"D13S317";1126
"S200";"D16S539";1350
"S200";"D17S1301";800
"S200";"D18S51";1081
"S200";"D19S433";1195
"S200";"D1S1656";360
"S200";"D20S482";2502
"S200";"D21S11";820
"S200";"D22S1045";1251
"S200";"D2S1338";1043
"S200";"D2S441";1281
"S200";"D3S1358";2553
"S200";"D4S2408";1180
"S200";"D5S818";458
"S200";"D6S1043";2368
"S200";"D7S820";798
"S200";"D8S1179";1462
"S200";"D9S1122";1727
"S200";"FGA";1807
"S200";"PENTA D";738
"S200";"PENTA E";352
"S200";"TH01";4140
"S200";"TPOX";569
"S200";"VWA";392
"S201";"CSF1PO";320
"S201";"D10S1248";1061
"S201";"D12S391";1125
"S201";"D13S317";1365
"S201";"D16S539";1417
"S201";"D17S1301";1069
"S201";"D18S51";1074
"S201";"D19S433";1246
"S201";"D1S1656";371
"S201";"D20S482";4260
"S201";"D21S11";864
"S201";"D22S1045";1909
"S201";"D2S1338";1288
"S201";"D2S441";1680
"S201";"D3S1358";2538
"S201";"D4S2408";1376
"S201";"D5S818";710
"S201";"D6S1043";4026
"S201";"D7S820";928
"S201";"D8S1179";1844
"S201";"D9S1122";2265
"S201";"FGA";2006
"S201";"PENTA D";988
"S201";"PENTA E";524
"S201";"TH01";4715
"S201";"TPOX";1213
"S201";"VWA";558
"S202";"CSF1PO";265
"S202";"D10S1248";1157
"S202";"D12S391";828
"S202";"D13S317";1381
"S202";"D16S539";1455
"S202";"D17S1301";1132
"S202";"D18S51";1125
"S202";"D19S433";1574
"S202";"D1S1656";288
"S202";"D20S482";3478
"S202";"D21S11";821
"S202";"D22S1045";1393
"S202";"D2S1338";1104
"S202";"D2S441";1595
"S202";"D3S1358";2740
"S202";"D4S2408";1171
"S202";"D5S818";542
"S202";"D6S1043";3366
"S202";"D7S820";864
"S202";"D8S1179";1732
"S202";"D9S1122";1839
"S202";"FGA";2192
"S202";"PENTA D";1002
"S202";"PENTA E";593
"S202";"TH01";5537
"S202";"TPOX";967
"S202";"VWA";498
"S203";"CSF1PO";274
"S203";"D10S1248";935
"S203";"D12S391";968
"S203";"D13S317";1180
"S203";"D16S539";1393
"S203";"D17S1301";1051
"S203";"D18S51";942
"S203";"D19S433";1475
"S203";"D1S1656";395
"S203";"D20S482";3520
"S203";"D21S11";823
"S203";"D22S1045";1279
"S203";"D2S1338";1291
"S203";"D2S441";1372
"S203";"D3S1358";2371
"S203";"D4S2408";1153
"S203";"D5S818";552
"S203";"D6S1043";3888
"S203";"D7S820";769
"S203";"D8S1179";1302
"S203";"D9S1122";1786
"S203";"FGA";1860
"S203";"PENTA D";780
"S203";"PENTA E";592
"S203";"TH01";4298
"S203";"TPOX";788
"S203";"VWA";511
"S204";"CSF1PO";239
"S204";"D10S1248";819
"S204";"D12S391";895
"S204";"D13S317";1151
"S204";"D16S539";1342
"S204";"D17S1301";1069
"S204";"D18S51";977
"S204";"D19S433";1374
"S204";"D1S1656";398
"S204";"D20S482";3517
"S204";"D21S11";664
"S204";"D22S1045";1536
"S204";"D2S1338";1134
"S204";"D2S441";1097
"S204";"D3S1358";1871
"S204";"D4S2408";1147
"S204";"D5S818";628
"S204";"D6S1043";2907
"S204";"D7S820";692
"S204";"D8S1179";1238
"S204";"D9S1122";1457
"S204";"FGA";1534
"S204";"PENTA D";924
"S204";"PENTA E";485
"S204";"TH01";3581
"S204";"TPOX";710
"S204";"VWA";384
"S205";"CSF1PO";154
"S205";"D10S1248";696
"S205";"D12S391";848
"S205";"D13S317";950
"S205";"D16S539";1042
"S205";"D17S1301";834
"S205";"D18S51";644
"S205";"D19S433";1130
"S205";"D1S1656";334
"S205";"D20S482";2676
"S205";"D21S11";486
"S205";"D22S1045";892
"S205";"D2S1338";998
"S205";"D2S441";1033
"S205";"D3S1358";1804
"S205";"D4S2408";901
"S205";"D5S818";574
"S205";"D6S1043";2558
"S205";"D7S820";635
"S205";"D8S1179";960
"S205";"D9S1122";1328
"S205";"FGA";2237
"S205";"PENTA D";639
"S205";"PENTA E";444
"S205";"TH01";3404
"S205";"TPOX";587
"S205";"VWA";366
"S206";"CSF1PO";178
"S206";"D10S1248";550
"S206";"D12S391";420
"S206";"D13S317";675
"S206";"D16S539";656
"S206";"D17S1301";656
"S206";"D18S51";603
"S206";"D19S433";813
"S206";"D1S1656";233
"S206";"D20S482";2185
"S206";"D21S11";354
"S206";"D22S1045";370
"S206";"D2S1338";805
"S206";"D2S441";946
"S206";"D3S1358";1542
"S206";"D4S2408";985
"S206";"D5S818";439
"S206";"D6S1043";2342
"S206";"D7S820";401
"S206";"D8S1179";1135
"S206";"D9S1122";1401
"S206";"FGA";1187
"S206";"PENTA D";362
"S206";"PENTA E";167
"S206";"TH01";2969
"S206";"TPOX";678
"S206";"VWA";321
"S207";"CSF1PO";197
"S207";"D10S1248";615
"S207";"D12S391";958
"S207";"D13S317";939
"S207";"D16S539";971
"S207";"D17S1301";799
"S207";"D18S51";872
"S207";"D19S433";907
"S207";"D1S1656";281
"S207";"D20S482";3560
"S207";"D21S11";562
"S207";"D22S1045";673
"S207";"D2S1338";681
"S207";"D2S441";1362
"S207";"D3S1358";2082
"S207";"D4S2408";1160
"S207";"D5S818";556
"S207";"D6S1043";2614
"S207";"D7S820";580
"S207";"D8S1179";1333
"S207";"D9S1122";1304
"S207";"FGA";1590
"S207";"PENTA D";514
"S207";"PENTA E";406
"S207";"TH01";3466
"S207";"TPOX";804
"S207";"VWA";411
"S208";"CSF1PO";229
"S208";"D10S1248";796
"S208";"D12S391";1176
"S208";"D13S317";1233
"S208";"D16S539";1334
"S208";"D17S1301";931
"S208";"D18S51";1074
"S208";"D19S433";1066
"S208";"D1S1656";479
"S208";"D20S482";3921
"S208";"D21S11";791
"S208";"D22S1045";909
"S208";"D2S1338";1049
"S208";"D2S441";1554
"S208";"D3S1358";2563
"S208";"D4S2408";1244
"S208";"D5S818";463
"S208";"D6S1043";3588
"S208";"D7S820";730
"S208";"D8S1179";1392
"S208";"D9S1122";1971
"S208";"FGA";2141
"S208";"PENTA D";713
"S208";"PENTA E";409
"S208";"TH01";3983
"S208";"TPOX";731
"S208";"VWA";465
"S21";"CSF1PO";507
"S21";"D10S1248";779
"S21";"D12S391";1063
"S21";"D13S317";990
"S21";"D16S539";1486
"S21";"D17S1301";833
"S21";"D18S51";1083
"S21";"D19S433";945
"S21";"D1S1656";242
"S21";"D20S482";4782
"S21";"D21S11";1045
"S21";"D22S1045";889
"S21";"D2S1338";545
"S21";"D2S441";1429
"S21";"D3S1358";1968
"S21";"D4S2408";1853
"S21";"D5S818";635
"S21";"D6S1043";1823
"S21";"D7S820";968
"S21";"D8S1179";1736
"S21";"D9S1122";2386
"S21";"FGA";1381
"S21";"PENTA D";608
"S21";"PENTA E";372
"S21";"TH01";3957
"S21";"TPOX";1550
"S21";"VWA";405
"S210";"CSF1PO";280
"S210";"D10S1248";947
"S210";"D12S391";710
"S210";"D13S317";881
"S210";"D16S539";1246
"S210";"D17S1301";1251
"S210";"D18S51";1120
"S210";"D19S433";1136
"S210";"D1S1656";351
"S210";"D20S482";3725
"S210";"D21S11";732
"S210";"D22S1045";1227
"S210";"D2S1338";898
"S210";"D2S441";1668
"S210";"D3S1358";2485
"S210";"D4S2408";1241
"S210";"D5S818";594
"S210";"D6S1043";3152
"S210";"D7S820";915
"S210";"D8S1179";1848
"S210";"D9S1122";2437
"S210";"FGA";1906
"S210";"PENTA D";785
"S210";"PENTA E";500
"S210";"TH01";5044
"S210";"TPOX";978
"S210";"VWA";483
"S211";"CSF1PO";194
"S211";"D10S1248";504
"S211";"D12S391";646
"S211";"D13S317";823
"S211";"D16S539";842
"S211";"D17S1301";439
"S211";"D18S51";597
"S211";"D19S433";702
"S211";"D1S1656";228
"S211";"D20S482";2597
"S211";"D21S11";442
"S211";"D22S1045";529
"S211";"D2S1338";745
"S211";"D2S441";845
"S211";"D3S1358";1536
"S211";"D4S2408";854
"S211";"D5S818";423
"S211";"D6S1043";2445
"S211";"D7S820";492
"S211";"D8S1179";1074
"S211";"D9S1122";1161
"S211";"FGA";1313
"S211";"PENTA D";621
"S211";"PENTA E";218
"S211";"TH01";2840
"S211";"TPOX";755
"S211";"VWA";293
"S212";"CSF1PO";285
"S212";"D10S1248";855
"S212";"D12S391";818
"S212";"D13S317";1041
"S212";"D16S539";1281
"S212";"D17S1301";1005
"S212";"D18S51";980
"S212";"D19S433";1024
"S212";"D1S1656";290
"S212";"D20S482";3629
"S212";"D21S11";683
"S212";"D22S1045";1489
"S212";"D2S1338";705
"S212";"D2S441";1419
"S212";"D3S1358";2372
"S212";"D4S2408";1208
"S212";"D5S818";508
"S212";"D6S1043";2804
"S212";"D7S820";588
"S212";"D8S1179";1228
"S212";"D9S1122";1467
"S212";"FGA";2226
"S212";"PENTA D";800
"S212";"PENTA E";365
"S212";"TH01";3201
"S212";"TPOX";906
"S212";"VWA";364
"S213";"CSF1PO";198
"S213";"D10S1248";698
"S213";"D12S391";810
"S213";"D13S317";978
"S213";"D16S539";1384
"S213";"D17S1301";728
"S213";"D18S51";525
"S213";"D19S433";878
"S213";"D1S1656";392
"S213";"D20S482";2795
"S213";"D21S11";603
"S213";"D22S1045";851
"S213";"D2S1338";682
"S213";"D2S441";974
"S213";"D3S1358";1970
"S213";"D4S2408";964
"S213";"D5S818";392
"S213";"D6S1043";3455
"S213";"D7S820";643
"S213";"D8S1179";1158
"S213";"D9S1122";1462
"S213";"FGA";1619
"S213";"PENTA D";537
"S213";"PENTA E";319
"S213";"TH01";3687
"S213";"TPOX";677
"S213";"VWA";352
"S214";"CSF1PO";275
"S214";"D10S1248";817
"S214";"D12S391";1060
"S214";"D13S317";1363
"S214";"D16S539";1400
"S214";"D17S1301";1217
"S214";"D18S51";930
"S214";"D19S433";1180
"S214";"D1S1656";431
"S214";"D20S482";3963
"S214";"D21S11";806
"S214";"D22S1045";514
"S214";"D2S1338";1069
"S214";"D2S441";1833
"S214";"D3S1358";2747
"S214";"D4S2408";1651
"S214";"D5S818";542
"S214";"D6S1043";3768
"S214";"D7S820";734
"S214";"D8S1179";1609
"S214";"D9S1122";1881
"S214";"FGA";2376
"S214";"PENTA D";735
"S214";"PENTA E";443
"S214";"TH01";4263
"S214";"TPOX";907
"S214";"VWA";428
"S215";"CSF1PO";285
"S215";"D10S1248";741
"S215";"D12S391";718
"S215";"D13S317";893
"S215";"D16S539";1151
"S215";"D17S1301";648
"S215";"D18S51";626
"S215";"D19S433";1430
"S215";"D1S1656";330
"S215";"D20S482";2909
"S215";"D21S11";660
"S215";"D22S1045";719
"S215";"D2S1338";852
"S215";"D2S441";1053
"S215";"D3S1358";2292
"S215";"D4S2408";967
"S215";"D5S818";488
"S215";"D6S1043";2625
"S215";"D7S820";633
"S215";"D8S1179";1294
"S215";"D9S1122";1255
"S215";"FGA";1351
"S215";"PENTA D";665
"S215";"PENTA E";363
"S215";"TH01";3473
"S215";"TPOX";686
"S215";"VWA";322
"S216";"CSF1PO";256
"S216";"D10S1248";732
"S216";"D12S391";1027
"S216";"D13S317";1554
"S216";"D16S539";1489
"S216";"D17S1301";664
"S216";"D18S51";936
"S216";"D19S433";1307
"S216";"D1S1656";487
"S216";"D20S482";2980
"S216";"D21S11";744
"S216";"D22S1045";508
"S216";"D2S1338";962
"S216";"D2S441";1369
"S216";"D3S1358";2567
"S216";"D4S2408";1024
"S216";"D5S818";681
"S216";"D6S1043";3428
"S216";"D7S820";676
"S216";"D8S1179";1329
"S216";"D9S1122";1699
"S216";"FGA";2134
"S216";"PENTA D";880
"S216";"PENTA E";453
"S216";"TH01";4250
"S216";"TPOX";648
"S216";"VWA";368
"S217";"CSF1PO";196
"S217";"D10S1248";625
"S217";"D12S391";870
"S217";"D13S317";719
"S217";"D16S539";710
"S217";"D17S1301";424
"S217";"D18S51";537
"S217";"D19S433";1244
"S217";"D1S1656";157
"S217";"D20S482";2359
"S217";"D21S11";571
"S217";"D22S1045";1589
"S217";"D2S1338";621
"S217";"D2S441";986
"S217";"D3S1358";1187
"S217";"D4S2408";595
"S217";"D5S818";370
"S217";"D6S1043";2472
"S217";"D7S820";344
"S217";"D8S1179";838
"S217";"D9S1122";962
"S217";"FGA";1562
"S217";"PENTA D";755
"S217";"PENTA E";532
"S217";"TH01";2222
"S217";"TPOX";239
"S217";"VWA";178
"S218";"CSF1PO";354
"S218";"D10S1248";879
"S218";"D12S391";1087
"S218";"D13S317";1472
"S218";"D16S539";1305
"S218";"D17S1301";967
"S218";"D18S51";1072
"S218";"D19S433";1479
"S218";"D1S1656";484
"S218";"D20S482";4126
"S218";"D21S11";716
"S218";"D22S1045";939
"S218";"D2S1338";1337
"S218";"D2S441";1574
"S218";"D3S1358";2407
"S218";"D4S2408";1146
"S218";"D5S818";735
"S218";"D6S1043";3372
"S218";"D7S820";792
"S218";"D8S1179";1438
"S218";"D9S1122";1577
"S218";"FGA";2171
"S218";"PENTA D";910
"S218";"PENTA E";512
"S218";"TH01";5050
"S218";"TPOX";796
"S218";"VWA";460
"S219";"CSF1PO";272
"S219";"D10S1248";822
"S219";"D12S391";935
"S219";"D13S317";1070
"S219";"D16S539";1349
"S219";"D17S1301";846
"S219";"D18S51";916
"S219";"D19S433";1140
"S219";"D1S1656";431
"S219";"D20S482";3124
"S219";"D21S11";596
"S219";"D22S1045";648
"S219";"D2S1338";856
"S219";"D2S441";1338
